"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.672854710E-1,2.700000070E-2,5.205000192E-2,9.766950607E0
7.692738700E-1,1.800000109E-2,4.995000362E-2,9.762000084E0
7.712624080E-1,1.800000109E-2,5.895000324E-2,9.762000084E0
7.732507930E-1,0.000000000E0,6.195000187E-2,9.763950348E0
7.752393320E-1,2.505000122E-2,5.895000324E-2,9.754950523E0
7.772277160E-1,1.800000109E-2,6.195000187E-2,9.750000000E0
7.792160240E-1,1.800000109E-2,5.400000140E-2,9.733050346E0
7.812045770E-1,2.205000073E-2,7.605000585E-2,9.727950096E0
7.831931930E-1,1.800000109E-2,6.405000389E-2,9.733050346E0
7.851815000E-1,1.800000109E-2,6.195000187E-2,9.712050438E0
7.871698850E-1,1.800000109E-2,7.800000161E-2,9.736050606E0
7.891584240E-1,1.305000018E-2,7.800000161E-2,9.736050606E0
7.911468080E-1,1.800000109E-2,7.095000148E-2,9.736050606E0
7.931353710E-1,6.000000052E-3,8.595000207E-2,9.727950096E0
7.951237550E-1,1.005000062E-2,9.000000358E-2,9.726000786E0
7.971120630E-1,-1.500000060E-2,9.300000221E-2,9.721050262E0
7.991006780E-1,-4.950000439E-3,8.595000207E-2,9.706950188E0
8.010889860E-1,1.050000079E-3,8.100000024E-2,9.724050522E0
8.030775090E-1,3.000000026E-3,9.795000404E-2,9.721050262E0
8.050661250E-1,-2.205000073E-2,8.295000345E-2,9.739950180E0
8.070545090E-1,3.000000026E-3,9.300000221E-2,9.706950188E0
8.090428170E-1,-7.950000465E-3,8.295000345E-2,9.718950272E0
8.110313560E-1,7.950000465E-3,9.000000358E-2,9.706950188E0
8.130197400E-1,3.000000026E-3,1.000500023E-1,9.739950180E0
8.150082700E-1,-1.200000010E-2,1.219500080E-1,9.757050514E0
8.169965770E-1,-1.005000062E-2,1.140000075E-1,9.738000870E0
8.189849620E-1,0.000000000E0,1.000500023E-1,9.715950012E0
8.209735770E-1,3.000000026E-3,1.099500060E-1,9.709050179E0
8.229618850E-1,6.000000052E-3,1.099500060E-1,9.721050262E0
8.249503950E-1,6.000000052E-3,1.120500043E-1,9.727950096E0
8.269445900E-1,7.950000465E-3,1.050000042E-1,9.730950356E0
8.289387790E-1,1.005000062E-2,9.000000358E-2,9.727950096E0
8.309157020E-1,1.305000018E-2,1.069500074E-1,9.733050346E0
8.329042410E-1,1.995000057E-2,8.805000782E-2,9.736050606E0
8.348926250E-1,1.050000079E-3,9.300000221E-2,9.738000870E0
8.368811640E-1,1.305000018E-2,9.795000404E-2,9.712050438E0
8.388694720E-1,2.205000073E-2,1.050000042E-1,9.715950012E0
8.408578560E-1,0.000000000E0,1.020000055E-1,9.712050438E0
8.428464720E-1,1.005000062E-2,9.000000358E-2,9.715950012E0
8.448350100E-1,6.000000052E-3,9.300000221E-2,9.726000786E0
8.468233180E-1,2.505000122E-2,9.300000221E-2,9.733050346E0
8.488117020E-1,6.000000052E-3,8.595000207E-2,9.745050430E0
8.508002500E-1,1.500000060E-2,8.295000345E-2,9.754950523E0
8.527886340E-1,1.500000060E-2,8.805000782E-2,9.736050606E0
8.547769420E-1,1.305000018E-2,8.100000024E-2,9.739950180E0
8.567654810E-1,2.205000073E-2,7.095000148E-2,9.730950356E0
8.587540960E-1,1.305000018E-2,6.599999964E-2,9.736050606E0
8.607424040E-1,3.705000132E-2,1.069500074E-1,9.726000786E0
8.627308120E-1,2.700000070E-2,7.605000585E-2,9.727950096E0
8.647194280E-1,1.005000062E-2,7.605000585E-2,9.738000870E0
8.667079660E-1,1.305000018E-2,8.100000024E-2,9.759000778E0
8.686962740E-1,2.205000073E-2,7.605000585E-2,9.747000694E0
8.706846580E-1,2.505000122E-2,6.900000572E-2,9.747000694E0
8.726731970E-1,1.500000060E-2,6.405000389E-2,9.766950607E0
8.746615870E-1,1.800000109E-2,7.095000148E-2,9.757050514E0
8.766501250E-1,1.995000057E-2,6.405000389E-2,9.757050514E0
8.786385100E-1,2.700000070E-2,7.095000148E-2,9.736050606E0
8.806270480E-1,2.205000073E-2,7.095000148E-2,9.736050606E0
8.826154330E-1,0.000000000E0,6.195000187E-2,9.742950439E0
8.846037400E-1,1.800000109E-2,6.900000572E-2,9.739950180E0
8.865922600E-1,3.000000026E-3,7.605000585E-2,9.730950356E0
8.885806450E-1,1.800000109E-2,6.900000572E-2,9.718950272E0
8.905691830E-1,1.305000018E-2,8.595000207E-2,9.726000786E0
8.925574910E-1,1.800000109E-2,7.395000011E-2,9.730950356E0
8.945458750E-1,2.505000122E-2,6.900000572E-2,9.721050262E0
8.965344910E-1,1.005000062E-2,7.095000148E-2,9.726000786E0
8.985230190E-1,2.505000122E-2,7.395000011E-2,9.724050522E0
9.005113270E-1,2.205000073E-2,7.395000011E-2,9.727950096E0
9.024999420E-1,2.205000073E-2,7.800000161E-2,9.727950096E0
9.044882500E-1,1.995000057E-2,6.900000572E-2,9.754950523E0
9.064766350E-1,1.995000057E-2,8.595000207E-2,9.747000694E0
9.084651730E-1,3.405000269E-2,7.395000011E-2,9.759000778E0
9.104535440E-1,2.700000070E-2,6.900000572E-2,9.733050346E0
9.124420820E-1,2.700000070E-2,7.095000148E-2,9.739950180E0
9.144304670E-1,3.195000067E-2,8.805000782E-2,9.730950356E0
9.164190050E-1,3.000000119E-2,9.000000358E-2,9.739950180E0
9.184073900E-1,4.605000094E-2,9.795000404E-2,9.745050430E0
9.203959280E-1,3.705000132E-2,8.595000207E-2,9.742950439E0
9.223842360E-1,2.700000070E-2,8.595000207E-2,9.771000862E0
9.243728510E-1,3.405000269E-2,9.000000358E-2,9.759000778E0
9.263612360E-1,2.700000070E-2,1.099500060E-1,9.763950348E0
9.283495440E-1,2.700000070E-2,6.900000572E-2,9.747000694E0
9.303378510E-1,2.505000122E-2,7.800000161E-2,9.771000862E0
9.323263900E-1,1.800000109E-2,8.595000207E-2,9.769050598E0
9.343150000E-1,2.205000073E-2,1.000500023E-1,9.771000862E0
9.363033850E-1,1.005000062E-2,1.020000055E-1,9.775950432E0
9.382919230E-1,1.995000057E-2,9.795000404E-2,9.766950607E0
9.402803080E-1,1.305000018E-2,1.020000055E-1,9.759000778E0
9.422686160E-1,2.205000073E-2,1.050000042E-1,9.759000778E0
9.442571680E-1,3.000000119E-2,1.120500043E-1,9.775950432E0
9.462455530E-1,2.205000073E-2,1.069500074E-1,9.754950523E0
9.482341680E-1,1.305000018E-2,9.000000358E-2,9.778950691E0
9.502224760E-1,0.000000000E0,9.000000358E-2,9.747000694E0
9.522110140E-1,3.000000026E-3,8.805000782E-2,9.751950264E0
9.541993990E-1,1.995000057E-2,1.000500023E-1,9.745050430E0
9.561879370E-1,-3.000000026E-3,9.000000358E-2,9.754950523E0
9.581763220E-1,1.050000079E-3,1.000500023E-1,9.766950607E0
9.601648600E-1,3.000000026E-3,8.595000207E-2,9.759000778E0
9.621532450E-1,1.305000018E-2,8.805000782E-2,9.747000694E0
9.641415530E-1,1.305000018E-2,8.295000345E-2,9.774000168E0
9.661300910E-1,6.000000052E-3,8.100000024E-2,9.751950264E0
9.681186930E-1,3.000000026E-3,8.595000207E-2,9.733050346E0
9.701070000E-1,1.050000079E-3,8.100000024E-2,9.742950439E0
9.720953850E-1,6.000000052E-3,6.599999964E-2,9.718950272E0
9.740839230E-1,7.950000465E-3,7.095000148E-2,9.739950180E0
9.760723080E-1,1.005000062E-2,6.599999964E-2,9.754950523E0
9.780608470E-1,1.005000062E-2,7.605000585E-2,9.750000000E0
9.800492160E-1,1.005000062E-2,6.900000572E-2,9.759000778E0
9.820375240E-1,7.950000465E-3,5.700000376E-2,9.766950607E0
9.840260620E-1,2.505000122E-2,7.800000161E-2,9.754950523E0
9.860146780E-1,0.000000000E0,4.695000127E-2,9.745050430E0
9.880029850E-1,1.050000079E-3,7.095000148E-2,9.750000000E0
9.899913700E-1,7.950000465E-3,5.400000140E-2,9.769050598E0
9.919799280E-1,1.800000109E-2,6.405000389E-2,9.745050430E0
9.939683130E-1,7.950000465E-3,4.500000179E-2,9.745050430E0
9.959568520E-1,3.000000026E-3,5.700000376E-2,9.742950439E0
9.979452360E-1,1.995000057E-2,5.895000324E-2,9.739950180E0
9.999337750E-1,2.205000073E-2,4.995000362E-2,9.738000870E0
1.001922087E0,1.005000062E-2,6.405000389E-2,9.750000000E0
1.003910472E0,6.000000052E-3,4.695000127E-2,9.739950180E0
1.005899087E0,1.305000018E-2,4.005000368E-2,9.738000870E0
1.007887626E0,1.995000057E-2,6.195000187E-2,9.727950096E0
1.009876010E0,2.205000073E-2,4.695000127E-2,9.739950180E0
1.011864318E0,6.000000052E-3,4.995000362E-2,9.718950272E0
1.013852636E0,3.000000026E-3,5.400000140E-2,9.736050606E0
1.015841251E0,1.500000060E-2,5.205000192E-2,9.739950180E0
1.017829790E0,6.000000052E-3,6.599999964E-2,9.736050606E0
1.019818097E0,1.305000018E-2,7.395000011E-2,9.727950096E0
1.021806482E0,1.995000057E-2,6.900000572E-2,9.721050262E0
1.023795097E0,2.205000073E-2,7.800000161E-2,9.730950356E0
1.025789244E0,2.700000070E-2,6.900000572E-2,9.750000000E0
1.027783395E0,2.505000122E-2,7.605000585E-2,9.714000702E0
1.029279626E0,2.205000073E-2,6.405000389E-2,9.730950356E0
1.031748857E0,1.800000109E-2,8.595000207E-2,9.738000870E0
1.033737241E0,1.305000018E-2,6.900000572E-2,9.727950096E0
1.035725780E0,1.500000060E-2,1.069500074E-1,9.726000786E0
1.037714164E0,3.000000119E-2,9.795000404E-2,9.750000000E0
1.039702693E0,1.995000057E-2,7.800000161E-2,9.727950096E0
1.041691077E0,3.195000067E-2,9.795000404E-2,9.742950439E0
1.043679616E0,3.900000080E-2,1.000500023E-1,9.742950439E0
1.045668001E0,3.195000067E-2,1.050000042E-1,9.726000786E0
1.047656539E0,3.900000080E-2,1.000500023E-1,9.718950272E0
1.049644847E0,2.205000073E-2,9.795000404E-2,9.733050346E0
1.051633453E0,1.995000057E-2,1.020000055E-1,9.742950439E0
1.053621838E0,3.195000067E-2,9.300000221E-2,9.730950356E0
1.055610145E0,3.000000119E-2,1.000500023E-1,9.738000870E0
1.057598684E0,3.195000067E-2,1.050000042E-1,9.745050430E0
1.059586992E0,1.800000109E-2,1.000500023E-1,9.724050522E0
1.061575607E0,2.505000122E-2,1.099500060E-1,9.730950356E0
1.063563987E0,4.395000264E-2,1.099500060E-1,9.745050430E0
1.065552294E0,3.195000067E-2,1.050000042E-1,9.754950523E0
1.067540910E0,2.205000073E-2,1.020000055E-1,9.730950356E0
1.069529217E0,3.000000119E-2,9.000000358E-2,9.738000870E0
1.071517756E0,3.405000269E-2,9.000000358E-2,9.733050346E0
1.073506164E0,1.305000018E-2,9.300000221E-2,9.739950180E0
1.075494703E0,7.950000465E-3,8.595000207E-2,9.730950356E0
1.077483088E0,7.950000465E-3,9.300000221E-2,9.715950012E0
1.079471626E0,1.005000062E-2,7.395000011E-2,9.727950096E0
1.081460011E0,-3.000000026E-3,8.805000782E-2,9.721050262E0
1.083448549E0,7.950000465E-3,8.100000024E-2,9.724050522E0
1.085436924E0,1.800000109E-2,7.800000161E-2,9.703950882E0
1.087425231E0,6.000000052E-3,6.599999964E-2,9.730950356E0
1.089413847E0,-1.200000010E-2,7.395000011E-2,9.727950096E0
1.091402154E0,-1.005000062E-2,7.605000585E-2,9.733050346E0
1.093390693E0,-4.950000439E-3,7.800000161E-2,9.730950356E0
1.095379308E0,1.050000079E-3,7.095000148E-2,9.726000786E0
1.097367631E0,-3.000000026E-3,5.205000192E-2,9.736050606E0
1.099356016E0,-4.950000439E-3,6.900000572E-2,9.750000000E0
1.101344554E0,-1.995000057E-2,6.405000389E-2,9.730950356E0
1.103332862E0,-4.950000439E-3,5.205000192E-2,9.742950439E0
1.105321477E0,-1.500000060E-2,6.195000187E-2,9.762000084E0
1.107309785E0,6.000000052E-3,5.895000324E-2,9.751950264E0
1.109298184E0,1.005000062E-2,6.195000187E-2,9.736050606E0
1.111286722E0,-7.950000465E-3,6.900000572E-2,9.742950439E0
1.113275337E0,2.205000073E-2,6.405000389E-2,9.762000084E0
1.115263645E0,0.000000000E0,5.400000140E-2,9.726000786E0
1.117252030E0,-4.950000439E-3,5.895000324E-2,9.750000000E0
1.119240568E0,2.205000073E-2,5.700000376E-2,9.733050346E0
1.121228958E0,2.505000122E-2,5.700000376E-2,9.739950180E0
1.123217496E0,1.800000109E-2,6.900000572E-2,9.747000694E0
1.125205881E0,1.800000109E-2,7.095000148E-2,9.742950439E0
1.127194419E0,3.705000132E-2,6.900000572E-2,9.733050346E0
1.129182727E0,1.500000060E-2,6.405000389E-2,9.739950180E0
1.131171112E0,3.705000132E-2,7.395000011E-2,9.730950356E0
1.133159712E0,3.000000119E-2,8.805000782E-2,9.733050346E0
1.135148250E0,4.395000264E-2,8.100000024E-2,9.747000694E0
1.137136635E0,3.900000080E-2,8.295000345E-2,9.736050606E0
1.139124943E0,3.900000080E-2,9.300000221E-2,9.739950180E0
1.141113481E0,2.505000122E-2,1.170000061E-1,9.730950356E0
1.143101861E0,3.000000119E-2,1.000500023E-1,9.730950356E0
1.145090399E0,4.605000094E-2,9.495000541E-2,9.718950272E0
1.147078784E0,3.705000132E-2,1.120500043E-1,9.706950188E0
1.149067092E0,4.200000316E-2,9.495000541E-2,9.726000786E0
1.151055707E0,3.405000269E-2,1.050000042E-1,9.727950096E0
1.153044015E0,3.195000067E-2,8.295000345E-2,9.726000786E0
1.155032568E0,3.705000132E-2,1.069500074E-1,9.730950356E0
1.157021184E0,2.205000073E-2,9.300000221E-2,9.709050179E0
1.159009491E0,2.700000070E-2,9.000000358E-2,9.727950096E0
1.160997876E0,2.205000073E-2,1.189500093E-1,9.733050346E0
1.162986414E0,1.005000062E-2,1.069500074E-1,9.738000870E0
1.164974799E0,2.205000073E-2,1.170000061E-1,9.778950691E0
1.166963332E0,1.005000062E-2,1.000500023E-1,9.700050354E0
1.168951717E0,6.000000052E-3,1.099500060E-1,9.703950882E0
1.170940256E0,6.000000052E-3,9.495000541E-2,9.721050262E0
1.172928640E0,1.500000060E-2,1.020000055E-1,9.736050606E0
1.174917179E0,-1.200000010E-2,1.099500060E-1,9.730950356E0
1.176905486E0,1.995000057E-2,9.300000221E-2,9.702000618E0
1.178894087E0,-1.500000060E-2,1.020000055E-1,9.709050179E0
1.180882394E0,6.000000052E-3,9.495000541E-2,9.726000786E0
1.182870779E0,1.050000079E-3,9.000000358E-2,9.751950264E0
1.184859318E0,0.000000000E0,9.000000358E-2,9.712050438E0
1.186847702E0,-1.500000060E-2,6.900000572E-2,9.697050095E0
1.188836241E0,3.000000026E-3,8.595000207E-2,9.742950439E0
1.190824610E0,3.000000026E-3,9.000000358E-2,9.733050346E0
1.192812918E0,1.005000062E-2,7.605000585E-2,9.724050522E0
1.194801533E0,7.950000465E-3,8.100000024E-2,9.702000618E0
1.196789841E0,6.000000052E-3,7.095000148E-2,9.709050179E0
1.198778379E0,7.950000465E-3,5.700000376E-2,9.733050346E0
1.200766764E0,1.005000062E-2,5.700000376E-2,9.742950439E0
1.202755322E0,7.950000465E-3,7.800000161E-2,9.709050179E0
1.204743706E0,1.500000060E-2,6.405000389E-2,9.714000702E0
1.206732245E0,2.505000122E-2,7.095000148E-2,9.750000000E0
1.208720629E0,1.005000062E-2,4.695000127E-2,9.730950356E0
1.210709168E0,1.305000018E-2,5.895000324E-2,9.682950020E0
1.212697552E0,1.050000079E-3,6.195000187E-2,9.726000786E0
1.214685865E0,-1.005000062E-2,6.405000389E-2,9.763950348E0
1.216674480E0,0.000000000E0,6.405000389E-2,9.766950607E0
1.218662788E0,-3.000000026E-3,5.400000140E-2,9.724050522E0
1.220651327E0,0.000000000E0,5.700000376E-2,9.709050179E0
1.222639711E0,7.950000465E-3,6.405000389E-2,9.745050430E0
1.224628250E0,-3.000000026E-3,6.195000187E-2,9.778950691E0
1.226622455E0,6.000000052E-3,5.895000324E-2,9.726000786E0
1.228616644E0,3.000000026E-3,5.895000324E-2,9.688050270E0
1.230593567E0,1.050000079E-3,5.700000376E-2,9.738000870E0
1.232582106E0,1.305000018E-2,5.895000324E-2,9.750000000E0
1.234570491E0,1.500000060E-2,6.195000187E-2,9.738000870E0
1.236558798E0,0.000000000E0,6.599999964E-2,9.709050179E0
1.238547337E0,0.000000000E0,6.599999964E-2,9.703950882E0
1.240535956E0,1.005000062E-2,4.695000127E-2,9.754950523E0
1.242524264E0,-4.950000439E-3,6.195000187E-2,9.726000786E0
1.244512648E0,1.005000062E-2,6.195000187E-2,9.750000000E0
1.246501187E0,1.305000018E-2,7.395000011E-2,9.685050011E0
1.248489571E0,3.000000119E-2,8.595000207E-2,9.757050514E0
1.250478110E0,2.505000122E-2,7.800000161E-2,9.757050514E0
1.252466500E0,3.000000119E-2,8.595000207E-2,9.730950356E0
1.254455038E0,3.705000132E-2,6.599999964E-2,9.721050262E0
1.256443423E0,2.205000073E-2,7.800000161E-2,9.738000870E0
1.258431730E0,2.700000070E-2,8.295000345E-2,9.727950096E0
1.260420269E0,3.195000067E-2,9.495000541E-2,9.718950272E0
1.262408865E0,4.605000094E-2,7.605000585E-2,9.730950356E0
1.264397250E0,3.705000132E-2,1.020000055E-1,9.724050522E0
1.266385558E0,3.705000132E-2,1.069500074E-1,9.736050606E0
1.268374096E0,4.395000264E-2,1.120500043E-1,9.694950104E0
1.270362481E0,4.905000329E-2,9.795000404E-2,9.703950882E0
1.272351019E0,4.395000264E-2,1.000500023E-1,9.754950523E0
1.274339428E0,5.400000140E-2,1.219500080E-1,9.706950188E0
1.276327966E0,4.605000094E-2,1.099500060E-1,9.703950882E0
1.278316351E0,3.705000132E-2,8.805000782E-2,9.739950180E0
1.280304658E0,5.400000140E-2,1.069500074E-1,9.678000450E0
1.282293197E0,4.605000094E-2,1.099500060E-1,9.727950096E0
1.284281812E0,3.000000119E-2,1.189500093E-1,9.762000084E0
1.286270197E0,3.195000067E-2,1.099500060E-1,9.702000618E0
1.288258505E0,3.000000119E-2,1.069500074E-1,9.714000702E0
1.290246812E0,3.000000119E-2,8.295000345E-2,9.745050430E0
1.292235428E0,2.505000122E-2,1.069500074E-1,9.709050179E0
1.294223966E0,1.995000057E-2,1.050000042E-1,9.745050430E0
1.296212327E0,1.500000060E-2,9.000000358E-2,9.733050346E0
1.298200865E0,1.800000109E-2,1.189500093E-1,9.676050186E0
1.300189250E0,1.995000057E-2,9.495000541E-2,9.769050598E0
1.302177558E0,2.205000073E-2,1.189500093E-1,9.750000000E0
1.304166096E0,1.050000079E-3,1.050000042E-1,9.685050011E0
1.306154711E0,3.000000026E-3,9.495000541E-2,9.766950607E0
1.308143019E0,3.000000026E-3,9.000000358E-2,9.751950264E0
1.310131404E0,1.050000079E-3,7.800000161E-2,9.733050346E0
1.312119942E0,-4.950000439E-3,8.100000024E-2,9.754950523E0
1.314108327E0,-1.005000062E-2,7.800000161E-2,9.745050430E0
1.316096865E0,-7.950000465E-3,8.295000345E-2,9.736050606E0
1.318085250E0,-1.005000062E-2,9.300000221E-2,9.766950607E0
1.320073817E0,-4.950000439E-3,8.100000024E-2,9.690000534E0
1.322062202E0,0.000000000E0,8.100000024E-2,9.718950272E0
1.324050740E0,0.000000000E0,6.405000389E-2,9.739950180E0
1.326039048E0,1.050000079E-3,6.599999964E-2,9.724050522E0
1.328027433E0,-1.500000060E-2,5.700000376E-2,9.724050522E0
1.330016038E0,0.000000000E0,4.695000127E-2,9.691950798E0
1.332004346E0,-4.950000439E-3,5.895000324E-2,9.727950096E0
1.333992884E0,-1.005000062E-2,4.695000127E-2,9.733050346E0
1.335981269E0,-1.005000062E-2,4.500000179E-2,9.703950882E0
1.337969807E0,1.050000079E-3,5.400000140E-2,9.757050514E0
1.339958192E0,-4.950000439E-3,4.695000127E-2,9.724050522E0
1.341946481E0,3.000000026E-3,3.495000303E-2,9.730950356E0
1.343935096E0,-1.005000062E-2,2.805000171E-2,9.730950356E0
1.345923404E0,-4.950000439E-3,4.005000368E-2,9.750000000E0
1.347911942E0,-3.000000026E-3,4.695000127E-2,9.714000702E0
1.349900327E0,-7.950000465E-3,7.605000585E-2,9.739950180E0
1.351888942E0,3.000000026E-3,4.995000362E-2,9.733050346E0
1.353877495E0,0.000000000E0,6.195000187E-2,9.733050346E0
1.355865802E0,-4.950000439E-3,5.400000140E-2,9.736050606E0
1.357854187E0,7.950000465E-3,5.700000376E-2,9.736050606E0
1.359842726E0,3.000000026E-3,5.400000140E-2,9.721050262E0
1.361831110E0,3.000000026E-3,6.195000187E-2,9.739950180E0
1.363819649E0,0.000000000E0,6.599999964E-2,9.742950439E0
1.365808063E0,3.000000026E-3,5.895000324E-2,9.726000786E0
1.367796602E0,-4.950000439E-3,7.395000011E-2,9.726000786E0
1.369784909E0,-1.005000062E-2,7.605000585E-2,9.733050346E0
1.371773294E0,-4.950000439E-3,9.000000358E-2,9.727950096E0
1.373761909E0,3.000000026E-3,8.595000207E-2,9.721050262E0
1.375750448E0,1.500000060E-2,1.000500023E-1,9.724050522E0
1.377738775E0,-3.000000026E-3,8.805000782E-2,9.709050179E0
1.379727082E0,1.305000018E-2,1.000500023E-1,9.721050262E0
1.381715698E0,2.505000122E-2,1.020000055E-1,9.745050430E0
1.383704082E0,2.205000073E-2,1.099500060E-1,9.721050262E0
1.385692621E0,1.500000060E-2,9.495000541E-2,9.736050606E0
1.387681005E0,1.995000057E-2,1.120500043E-1,9.721050262E0
1.389669511E0,3.900000080E-2,1.020000055E-1,9.757050514E0
1.391657895E0,1.500000060E-2,1.170000061E-1,9.724050522E0
1.393646203E0,1.500000060E-2,1.170000061E-1,9.736050606E0
1.395634819E0,1.995000057E-2,1.099500060E-1,9.736050606E0
1.397623126E0,3.405000269E-2,1.170000061E-1,9.742950439E0
1.399611665E0,3.195000067E-2,9.000000358E-2,9.747000694E0
1.401600053E0,3.000000119E-2,9.495000541E-2,9.726000786E0
1.403588592E0,3.705000132E-2,1.000500023E-1,9.745050430E0
1.405576976E0,4.605000094E-2,1.050000042E-1,9.724050522E0
1.407565515E0,3.900000080E-2,1.000500023E-1,9.733050346E0
1.409553900E0,3.405000269E-2,1.069500074E-1,9.736050606E0
1.411542438E0,2.505000122E-2,1.120500043E-1,9.709050179E0
1.413530838E0,2.505000122E-2,1.050000042E-1,9.733050346E0
1.415519145E0,3.900000080E-2,1.120500043E-1,9.727950096E0
1.417507684E0,3.705000132E-2,9.000000358E-2,9.736050606E0
1.419496299E0,1.005000062E-2,7.395000011E-2,9.733050346E0
1.421484607E0,6.000000052E-3,8.295000345E-2,9.736050606E0
1.423472991E0,2.505000122E-2,7.605000585E-2,9.738000870E0
1.425461525E0,1.800000109E-2,9.300000221E-2,9.718950272E0
1.427455721E0,2.505000122E-2,7.800000161E-2,9.714000702E0
1.429449910E0,1.800000109E-2,7.395000011E-2,9.712050438E0
1.431426833E0,1.005000062E-2,8.805000782E-2,9.730950356E0
1.433415371E0,-4.950000439E-3,7.800000161E-2,9.715950012E0
1.435403679E0,6.000000052E-3,6.599999964E-2,9.712050438E0
1.437392063E0,1.995000057E-2,7.800000161E-2,9.715950012E0
1.439380602E0,1.050000079E-3,7.395000011E-2,9.703950882E0
1.441369217E0,7.950000465E-3,5.400000140E-2,9.700050354E0
1.443357602E0,1.305000018E-2,5.895000324E-2,9.709050179E0
1.445345910E0,3.000000026E-3,6.195000187E-2,9.724050522E0
1.447334448E0,1.050000079E-3,6.405000389E-2,9.721050262E0
1.449322833E0,-3.000000026E-3,5.205000192E-2,9.715950012E0
1.451311376E0,6.000000052E-3,6.405000389E-2,9.726000786E0
1.453299761E0,3.000000026E-3,7.395000011E-2,9.736050606E0
1.455288299E0,-3.000000026E-3,5.700000376E-2,9.739950180E0
1.457276684E0,3.000000026E-3,7.605000585E-2,9.736050606E0
1.459264992E0,-1.200000010E-2,6.599999964E-2,9.742950439E0
1.461253530E0,-4.950000439E-3,7.800000161E-2,9.730950356E0
1.463241905E0,-1.695000008E-2,6.599999964E-2,9.721050262E0
1.465230520E0,-3.000000026E-3,7.095000148E-2,9.730950356E0
1.467218828E0,-3.000000026E-3,5.895000324E-2,9.739950180E0
1.469207135E0,0.000000000E0,6.405000389E-2,9.738000870E0
1.471195751E0,1.005000062E-2,9.300000221E-2,9.739950180E0
1.473184289E0,0.000000000E0,5.895000324E-2,9.724050522E0
1.475172674E0,-3.000000026E-3,5.895000324E-2,9.727950096E0
1.477161212E0,1.005000062E-2,7.395000011E-2,9.738000870E0
1.479149597E0,7.950000465E-3,7.605000585E-2,9.718950272E0
1.481137905E0,1.005000062E-2,7.095000148E-2,9.733050346E0
1.483126443E0,7.950000465E-3,6.900000572E-2,9.750000000E0
1.485115059E0,1.995000057E-2,6.900000572E-2,9.754950523E0
1.487103376E0,1.005000062E-2,8.295000345E-2,9.738000870E0
1.489091761E0,1.800000109E-2,7.800000161E-2,9.747000694E0
1.491080299E0,1.995000057E-2,8.295000345E-2,9.762000084E0
1.493068684E0,1.800000109E-2,8.595000207E-2,9.762000084E0
1.495057222E0,4.200000316E-2,8.805000782E-2,9.763950348E0
1.497045607E0,1.800000109E-2,1.020000055E-1,9.739950180E0
1.499034151E0,2.205000073E-2,9.300000221E-2,9.759000778E0
1.501022458E0,2.700000070E-2,1.050000042E-1,9.762000084E0
1.503011074E0,1.800000109E-2,1.020000055E-1,9.750000000E0
1.504999381E0,2.505000122E-2,1.140000075E-1,9.757050514E0
1.506987766E0,3.000000119E-2,9.495000541E-2,9.750000000E0
1.508976381E0,3.900000080E-2,1.020000055E-1,9.751950264E0
1.510964665E0,3.000000119E-2,1.069500074E-1,9.774000168E0
1.512953203E0,3.195000067E-2,1.069500074E-1,9.750000000E0
1.514941588E0,2.700000070E-2,1.120500043E-1,9.757050514E0
1.516930127E0,1.005000062E-2,1.069500074E-1,9.745050430E0
1.518918511E0,2.505000122E-2,9.795000404E-2,9.750000000E0
1.520907050E0,2.700000070E-2,1.000500023E-1,9.733050346E0
1.522895448E0,1.995000057E-2,1.140000075E-1,9.733050346E0
1.524883756E0,2.505000122E-2,9.300000221E-2,9.747000694E0
1.526872294E0,3.000000119E-2,9.495000541E-2,9.751950264E0
1.528860679E0,2.205000073E-2,8.595000207E-2,9.742950439E0
1.530849294E0,1.500000060E-2,9.795000404E-2,9.747000694E0
1.532837833E0,1.800000109E-2,9.300000221E-2,9.738000870E0
1.534826146E0,1.995000057E-2,8.595000207E-2,9.738000870E0
1.536814530E0,2.505000122E-2,9.000000358E-2,9.730950356E0
1.538803069E0,1.500000060E-2,7.605000585E-2,9.738000870E0
1.540791453E0,1.305000018E-2,7.605000585E-2,9.747000694E0
1.542779992E0,1.995000057E-2,7.800000161E-2,9.738000870E0
1.544768376E0,1.305000018E-2,8.100000024E-2,9.738000870E0
1.546756919E0,2.205000073E-2,6.405000389E-2,9.754950523E0
1.548745227E0,2.505000122E-2,6.195000187E-2,9.757050514E0
1.550733611E0,1.995000057E-2,6.900000572E-2,9.757050514E0
1.552722150E0,1.050000079E-3,6.900000572E-2,9.750000000E0
1.554710765E0,1.800000109E-2,7.800000161E-2,9.769050598E0
1.556699073E0,3.705000132E-2,6.599999964E-2,9.762000084E0
1.558687376E0,2.505000122E-2,7.395000011E-2,9.769050598E0
1.560675992E0,1.050000079E-3,6.405000389E-2,9.750000000E0
1.562664376E0,7.950000465E-3,5.400000140E-2,9.762000084E0
1.564652915E0,3.000000119E-2,4.305000231E-2,9.763950348E0
1.566641300E0,1.500000060E-2,7.395000011E-2,9.751950264E0
1.568629838E0,2.505000122E-2,5.895000324E-2,9.759000778E0
1.570618208E0,3.000000026E-3,6.195000187E-2,9.733050346E0
