"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.572606515E0,1.800000109E-2,6.195000187E-2,9.739950180E0
1.574595131E0,1.995000057E-2,5.700000376E-2,9.736050606E0
1.576583669E0,1.305000018E-2,6.405000389E-2,9.736050606E0
1.578571977E0,1.305000018E-2,5.700000376E-2,9.747000694E0
1.580560361E0,3.000000026E-3,7.605000585E-2,9.739950180E0
1.582548910E0,-4.950000439E-3,7.395000011E-2,9.742950439E0
1.584537295E0,1.305000018E-2,5.895000324E-2,9.733050346E0
1.586525833E0,2.205000073E-2,6.195000187E-2,9.726000786E0
1.588514218E0,6.000000052E-3,7.095000148E-2,9.733050346E0
1.590502525E0,1.005000062E-2,6.195000187E-2,9.724050522E0
1.592491141E0,1.305000018E-2,8.595000207E-2,9.715950012E0
1.594479443E0,6.000000052E-3,8.100000024E-2,9.706950188E0
1.596467982E0,3.195000067E-2,7.800000161E-2,9.738000870E0
1.598456597E0,1.800000109E-2,9.300000221E-2,9.727950096E0
1.600444905E0,6.000000052E-3,8.595000207E-2,9.714000702E0
1.602433290E0,6.000000052E-3,9.300000221E-2,9.703950882E0
1.604421828E0,1.305000018E-2,1.020000055E-1,9.714000702E0
1.606410213E0,2.505000122E-2,9.000000358E-2,9.724050522E0
1.608398751E0,2.700000070E-2,1.069500074E-1,9.733050346E0
1.610387136E0,2.205000073E-2,1.140000075E-1,9.726000786E0
1.612375674E0,2.205000073E-2,9.495000541E-2,9.715950012E0
1.614364059E0,3.705000132E-2,8.595000207E-2,9.733050346E0
1.616352381E0,1.500000060E-2,9.000000358E-2,9.727950096E0
1.618340919E0,2.505000122E-2,8.595000207E-2,9.721050262E0
1.620329534E0,2.505000122E-2,9.795000404E-2,9.730950356E0
1.622317919E0,1.500000060E-2,1.000500023E-1,9.736050606E0
1.624306227E0,2.700000070E-2,9.300000221E-2,9.721050262E0
1.626300500E0,1.800000109E-2,9.300000221E-2,9.724050522E0
1.628294765E0,3.195000067E-2,1.020000055E-1,9.702000618E0
1.630271688E0,1.800000109E-2,7.800000161E-2,9.727950096E0
1.632260073E0,2.700000070E-2,8.805000782E-2,9.721050262E0
1.634248611E0,1.995000057E-2,9.000000358E-2,9.714000702E0
1.636236996E0,3.405000269E-2,8.805000782E-2,9.709050179E0
1.638225304E0,1.500000060E-2,7.395000011E-2,9.703950882E0
1.640213852E0,1.005000062E-2,7.395000011E-2,9.718950272E0
1.642202237E0,2.505000122E-2,7.605000585E-2,9.724050522E0
1.644190852E0,1.800000109E-2,5.895000324E-2,9.714000702E0
1.646179160E0,1.500000060E-2,9.495000541E-2,9.727950096E0
1.648167698E0,3.705000132E-2,7.800000161E-2,9.739950180E0
1.650156083E0,6.000000052E-3,6.195000187E-2,9.727950096E0
1.652144606E0,1.050000079E-3,7.095000148E-2,9.724050522E0
1.654132991E0,1.800000109E-2,6.900000572E-2,9.724050522E0
1.656121530E0,3.000000119E-2,6.599999964E-2,9.730950356E0
1.658109914E0,1.800000109E-2,4.695000127E-2,9.721050262E0
1.660098453E0,1.800000109E-2,7.095000148E-2,9.714000702E0
1.662086760E0,-3.000000026E-3,6.195000187E-2,9.724050522E0
1.664075386E0,3.000000026E-3,6.599999964E-2,9.730950356E0
1.666063770E0,1.995000057E-2,7.395000011E-2,9.733050346E0
1.668052078E0,1.500000060E-2,5.895000324E-2,9.727950096E0
1.670040616E0,1.305000018E-2,6.195000187E-2,9.738000870E0
1.672029001E0,7.950000465E-3,6.405000389E-2,9.733050346E0
1.674017540E0,6.000000052E-3,6.195000187E-2,9.750000000E0
1.676005924E0,7.950000465E-3,7.605000585E-2,9.738000870E0
1.677994463E0,0.000000000E0,7.095000148E-2,9.733050346E0
1.679982847E0,3.000000119E-2,5.400000140E-2,9.747000694E0
1.681971386E0,7.950000465E-3,5.895000324E-2,9.751950264E0
1.683959688E0,2.700000070E-2,6.599999964E-2,9.739950180E0
1.685948073E0,2.700000070E-2,6.900000572E-2,9.730950356E0
1.687936688E0,1.995000057E-2,7.605000585E-2,9.727950096E0
1.689925227E0,2.505000122E-2,7.605000585E-2,9.726000786E0
1.691913535E0,3.195000067E-2,7.605000585E-2,9.739950180E0
1.693901919E0,1.995000057E-2,8.595000207E-2,9.736050606E0
1.695890468E0,4.200000316E-2,8.100000024E-2,9.727950096E0
1.697878852E0,1.800000109E-2,8.295000345E-2,9.742950439E0
1.699867391E0,1.995000057E-2,8.295000345E-2,9.733050346E0
1.701855775E0,2.505000122E-2,9.300000221E-2,9.742950439E0
1.703844314E0,2.700000070E-2,9.795000404E-2,9.738000870E0
1.705832698E0,3.000000119E-2,9.000000358E-2,9.750000000E0
1.707820991E0,3.195000067E-2,8.805000782E-2,9.727950096E0
1.709809607E0,2.205000073E-2,8.805000782E-2,9.727950096E0
1.711798145E0,4.395000264E-2,9.300000221E-2,9.733050346E0
1.713786453E0,3.195000067E-2,9.495000541E-2,9.738000870E0
1.715774837E0,3.900000080E-2,9.000000358E-2,9.733050346E0
1.717763376E0,3.195000067E-2,1.050000042E-1,9.736050606E0
1.719751765E0,3.405000269E-2,1.020000055E-1,9.709050179E0
1.721740304E0,2.505000122E-2,1.000500023E-1,9.709050179E0
1.723728612E0,1.995000057E-2,1.170000061E-1,9.730950356E0
1.725717227E0,1.050000079E-3,9.300000221E-2,9.730950356E0
1.727705612E0,1.500000060E-2,9.795000404E-2,9.721050262E0
1.729693919E0,3.000000119E-2,8.805000782E-2,9.730950356E0
1.731682434E0,2.505000122E-2,7.605000585E-2,9.727950096E0
1.733671049E0,2.700000070E-2,8.295000345E-2,9.733050346E0
1.735659357E0,1.005000062E-2,7.800000161E-2,9.724050522E0
1.737647741E0,1.305000018E-2,6.900000572E-2,9.721050262E0
1.739636280E0,6.000000052E-3,8.595000207E-2,9.726000786E0
1.741624665E0,1.800000109E-2,8.295000345E-2,9.712050438E0
1.743613173E0,1.305000018E-2,7.800000161E-2,9.703950882E0
1.745601558E0,1.500000060E-2,6.599999964E-2,9.721050262E0
1.747590096E0,-1.200000010E-2,8.100000024E-2,9.715950012E0
1.749578481E0,-3.000000026E-3,6.195000187E-2,9.826050758E0
1.751567019E0,-1.200000010E-2,5.895000324E-2,9.700050354E0
1.753555351E0,-1.695000008E-2,4.695000127E-2,9.730950356E0
1.755543966E0,-1.500000060E-2,6.195000187E-2,9.714000702E0
1.757532274E0,-1.695000008E-2,4.305000231E-2,9.733050346E0
1.759520659E0,-1.500000060E-2,5.700000376E-2,9.726000786E0
1.761509274E0,0.000000000E0,5.700000376E-2,9.709050179E0
1.763497812E0,6.000000052E-3,5.700000376E-2,9.747000694E0
1.765486139E0,-3.000000026E-3,5.205000192E-2,9.733050346E0
1.767474524E0,7.950000465E-3,4.305000231E-2,9.738000870E0
1.769463062E0,1.500000060E-2,5.895000324E-2,9.747000694E0
1.771451447E0,3.000000026E-3,5.700000376E-2,9.738000870E0
1.773439985E0,1.005000062E-2,5.700000376E-2,9.742950439E0
1.775428293E0,3.000000026E-3,5.895000324E-2,9.751950264E0
1.777416918E0,3.195000067E-2,5.895000324E-2,9.715950012E0
1.779405303E0,1.500000060E-2,6.405000389E-2,9.714000702E0
1.781393611E0,2.205000073E-2,5.700000376E-2,9.747000694E0
1.783382149E0,2.505000122E-2,6.599999964E-2,9.718950272E0
1.785370765E0,3.195000067E-2,7.395000011E-2,9.721050262E0
1.787359072E0,1.995000057E-2,8.295000345E-2,9.727950096E0
1.789347433E0,2.700000070E-2,7.095000148E-2,9.733050346E0
1.791335971E0,3.705000132E-2,7.800000161E-2,9.714000702E0
1.793324356E0,3.000000119E-2,9.000000358E-2,9.726000786E0
1.795312894E0,3.195000067E-2,7.095000148E-2,9.712050438E0
1.797301279E0,1.005000062E-2,9.300000221E-2,9.715950012E0
1.799289818E0,1.995000057E-2,6.599999964E-2,9.759000778E0
1.801278192E0,2.700000070E-2,9.000000358E-2,9.715950012E0
1.803266500E0,1.800000109E-2,1.050000042E-1,9.730950356E0
1.805255038E0,3.000000119E-2,9.495000541E-2,9.726000786E0
1.807243654E0,2.205000073E-2,1.140000075E-1,9.747000694E0
1.809231961E0,3.195000067E-2,1.000500023E-1,9.733050346E0
1.811220346E0,1.995000057E-2,1.140000075E-1,9.747000694E0
1.813208649E0,3.000000119E-2,1.170000061E-1,9.703950882E0
1.815197264E0,1.050000079E-3,1.020000055E-1,9.726000786E0
1.817185803E0,1.305000018E-2,1.219500080E-1,9.721050262E0
1.819174187E0,2.205000073E-2,1.140000075E-1,9.712050438E0
1.821162495E0,2.700000070E-2,1.069500074E-1,9.712050438E0
1.823151110E0,1.500000060E-2,1.140000075E-1,9.726000786E0
1.825139418E0,1.305000018E-2,1.170000061E-1,9.709050179E0
1.827133691E0,7.950000465E-3,1.020000055E-1,9.747000694E0
1.829127956E0,-7.950000465E-3,1.000500023E-1,9.706950188E0
1.831104956E0,-3.000000026E-3,9.300000221E-2,9.714000702E0
1.833093264E0,1.005000062E-2,1.020000055E-1,9.736050606E0
1.835081813E0,1.305000018E-2,9.795000404E-2,9.703950882E0
1.837070197E0,1.995000057E-2,1.069500074E-1,9.727950096E0
1.839058736E0,6.000000052E-3,1.050000042E-1,9.747000694E0
1.841047120E0,7.950000465E-3,1.140000075E-1,9.736050606E0
1.843035659E0,0.000000000E0,9.000000358E-2,9.754950523E0
1.845024043E0,-3.000000026E-3,8.100000024E-2,9.714000702E0
1.847012356E0,-3.000000026E-3,8.100000024E-2,9.715950012E0
1.849000895E0,1.305000018E-2,8.100000024E-2,9.736050606E0
1.850989510E0,6.000000052E-3,6.195000187E-2,9.724050522E0
1.852977895E0,0.000000000E0,9.300000221E-2,9.715950012E0
1.854966433E0,6.000000052E-3,8.805000782E-2,9.714000702E0
1.856954741E0,1.005000062E-2,7.395000011E-2,9.726000786E0
1.858943120E0,1.005000062E-2,7.395000011E-2,9.757050514E0
1.860931659E0,-3.000000026E-3,8.100000024E-2,9.712050438E0
1.862920043E0,1.500000060E-2,7.605000585E-2,9.712050438E0
1.864908351E0,1.050000079E-3,7.605000585E-2,9.750000000E0
1.866896890E0,1.005000062E-2,5.895000324E-2,9.739950180E0
1.868885505E0,1.800000109E-2,7.095000148E-2,9.730950356E0
1.870873813E0,3.000000026E-3,7.395000011E-2,9.754950523E0
1.872862197E0,1.050000079E-3,7.095000148E-2,9.715950012E0
1.874850813E0,1.050000079E-3,7.095000148E-2,9.715950012E0
1.876839120E0,-1.500000060E-2,7.605000585E-2,9.745050430E0
1.878827659E0,3.000000026E-3,7.800000161E-2,9.703950882E0
1.880816044E0,1.005000062E-2,7.095000148E-2,9.727950096E0
1.882804563E0,2.505000122E-2,5.700000376E-2,9.738000870E0
1.884792948E0,-4.950000439E-3,9.300000221E-2,9.712050438E0
1.886781486E0,3.000000026E-3,8.100000024E-2,9.726000786E0
1.888769871E0,1.005000062E-2,7.605000585E-2,9.721050262E0
1.890758409E0,-4.950000439E-3,7.605000585E-2,9.747000694E0
1.892746794E0,1.800000109E-2,7.800000161E-2,9.738000870E0
1.894735101E0,1.995000057E-2,9.795000404E-2,9.727950096E0
1.896723717E0,1.500000060E-2,9.300000221E-2,9.715950012E0
1.898712255E0,3.195000067E-2,9.495000541E-2,9.712050438E0
1.900700563E0,3.900000080E-2,1.020000055E-1,9.724050522E0
1.902688871E0,1.995000057E-2,9.000000358E-2,9.727950096E0
1.904677255E0,3.705000132E-2,8.805000782E-2,9.714000702E0
1.906665880E0,3.000000119E-2,8.805000782E-2,9.736050606E0
1.908654418E0,3.405000269E-2,8.595000207E-2,9.738000870E0
1.910642803E0,5.100000277E-2,9.795000404E-2,9.736050606E0
1.912631341E0,3.195000067E-2,8.595000207E-2,9.738000870E0
1.914619726E0,4.200000316E-2,8.100000024E-2,9.721050262E0
1.916608034E0,4.200000316E-2,9.795000404E-2,9.727950096E0
1.918596587E0,3.405000269E-2,1.120500043E-1,9.724050522E0
1.920585202E0,6.795000285E-2,8.805000782E-2,9.738000870E0
1.922573510E0,3.900000080E-2,9.000000358E-2,9.726000786E0
1.924561895E0,3.405000269E-2,1.050000042E-1,9.721050262E0
1.926550433E0,3.705000132E-2,9.000000358E-2,9.726000786E0
1.928538818E0,2.700000070E-2,9.495000541E-2,9.730950356E0
1.930527376E0,3.900000080E-2,7.605000585E-2,9.724050522E0
1.932515761E0,1.995000057E-2,9.300000221E-2,9.718950272E0
1.934504299E0,2.700000070E-2,7.800000161E-2,9.742950439E0
1.936492684E0,2.505000122E-2,6.900000572E-2,9.724050522E0
1.938480992E0,3.000000119E-2,8.805000782E-2,9.718950272E0
1.940469607E0,1.995000057E-2,9.300000221E-2,9.721050262E0
1.942457891E0,1.995000057E-2,8.100000024E-2,9.721050262E0
1.944446506E0,2.505000122E-2,9.495000541E-2,9.724050522E0
1.946434814E0,1.800000109E-2,7.800000161E-2,9.730950356E0
1.948423352E0,0.000000000E0,7.395000011E-2,9.730950356E0
1.950411968E0,-4.950000439E-3,5.895000324E-2,9.736050606E0
1.952400275E0,6.000000052E-3,7.095000148E-2,9.742950439E0
1.954388573E0,-1.200000010E-2,8.100000024E-2,9.724050522E0
1.956376958E0,-1.500000060E-2,7.395000011E-2,9.733050346E0
1.958365573E0,-3.000000026E-3,7.395000011E-2,9.724050522E0
1.960354112E0,-1.995000057E-2,7.395000011E-2,9.718950272E0
1.962342419E0,3.000000026E-3,7.605000585E-2,9.727950096E0
1.964331021E0,-1.500000060E-2,6.405000389E-2,9.750000000E0
1.966319328E0,-1.695000008E-2,6.195000187E-2,9.739950180E0
1.968307944E0,-2.205000073E-2,7.095000148E-2,9.736050606E0
1.970296251E0,1.005000062E-2,5.895000324E-2,9.739950180E0
1.972284867E0,-1.500000060E-2,6.599999964E-2,9.727950096E0
1.974273175E0,7.950000465E-3,6.195000187E-2,9.721050262E0
1.976261559E0,-1.500000060E-2,6.195000187E-2,9.733050346E0
1.978250098E0,-2.400000021E-2,8.100000024E-2,9.726000786E0
1.980238482E0,1.005000062E-2,5.895000324E-2,9.738000870E0
1.982227021E0,0.000000000E0,6.900000572E-2,9.726000786E0
1.984215405E0,3.000000026E-3,5.895000324E-2,9.727950096E0
1.986203944E0,0.000000000E0,5.400000140E-2,9.736050606E0
1.988192308E0,-7.950000465E-3,6.195000187E-2,9.727950096E0
1.990180616E0,6.000000052E-3,7.095000148E-2,9.747000694E0
1.992169155E0,1.500000060E-2,7.395000011E-2,9.739950180E0
1.994157539E0,2.700000070E-2,6.405000389E-2,9.730950356E0
1.996146155E0,2.205000073E-2,7.605000585E-2,9.751950264E0
1.998134462E0,1.800000109E-2,8.805000782E-2,9.747000694E0
2.000123021E0,3.195000067E-2,6.900000572E-2,9.726000786E0
2.002111405E0,2.505000122E-2,6.900000572E-2,9.712050438E0
2.004099944E0,2.700000070E-2,6.405000389E-2,9.721050262E0
2.006088328E0,2.205000073E-2,9.000000358E-2,9.730950356E0
2.008076867E0,3.705000132E-2,7.095000148E-2,9.721050262E0
2.010065252E0,1.995000057E-2,9.300000221E-2,9.726000786E0
2.012053559E0,3.195000067E-2,7.800000161E-2,9.726000786E0
2.014042098E0,3.195000067E-2,9.495000541E-2,9.718950272E0
2.016030713E0,2.505000122E-2,9.000000358E-2,9.715950012E0
2.018019098E0,2.205000073E-2,9.495000541E-2,9.706950188E0
2.020007636E0,2.505000122E-2,9.795000404E-2,9.726000786E0
2.021995944E0,1.050000079E-3,9.300000221E-2,9.738000870E0
2.023984329E0,1.500000060E-2,1.099500060E-1,9.745050430E0
2.025978601E0,3.405000269E-2,8.595000207E-2,9.739950180E0
2.027972868E0,1.500000060E-2,8.805000782E-2,9.750000000E0
2.029949790E0,3.195000067E-2,8.805000782E-2,9.750000000E0
2.031938098E0,3.000000119E-2,9.300000221E-2,9.745050430E0
2.033926679E0,2.700000070E-2,7.605000585E-2,9.738000870E0
2.035914987E0,1.800000109E-2,8.595000207E-2,9.738000870E0
2.037903371E0,6.000000052E-3,8.100000024E-2,9.747000694E0
2.039891987E0,1.050000079E-3,9.300000221E-2,9.742950439E0
2.041880295E0,1.050000079E-3,7.395000011E-2,9.721050262E0
2.043868833E0,3.000000119E-2,8.805000782E-2,9.721050262E0
2.045857218E0,7.950000465E-3,7.605000585E-2,9.739950180E0
2.047845756E0,6.000000052E-3,8.100000024E-2,9.730950356E0
2.049834141E0,2.505000122E-2,7.395000011E-2,9.738000870E0
2.051822679E0,2.205000073E-2,5.400000140E-2,9.726000786E0
2.053811064E0,3.195000067E-2,6.405000389E-2,9.745050430E0
2.055799602E0,1.800000109E-2,5.700000376E-2,9.726000786E0
2.057787987E0,1.500000060E-2,5.700000376E-2,9.726000786E0
2.059776295E0,2.505000122E-2,5.700000376E-2,9.726000786E0
2.061764910E0,1.995000057E-2,7.800000161E-2,9.726000786E0
2.063753218E0,2.700000070E-2,6.900000572E-2,9.727950096E0
2.065741756E0,1.995000057E-2,6.599999964E-2,9.742950439E0
2.067730372E0,1.995000057E-2,5.400000140E-2,9.721050262E0
2.069718761E0,3.705000132E-2,6.900000572E-2,9.721050262E0
2.071707069E0,1.005000062E-2,7.605000585E-2,9.736050606E0
2.073695607E0,3.000000119E-2,5.895000324E-2,9.706950188E0
2.075683992E0,7.950000465E-3,6.900000572E-2,9.721050262E0
2.077672530E0,3.000000026E-3,7.395000011E-2,9.721050262E0
2.079660915E0,3.000000026E-3,7.095000148E-2,9.726000786E0
2.081649458E0,-3.000000026E-3,6.900000572E-2,9.706950188E0
2.083637765E0,3.000000026E-3,6.405000389E-2,9.715950012E0
2.085626381E0,1.050000079E-3,6.405000389E-2,9.718950272E0
2.087614688E0,-3.000000026E-3,6.195000187E-2,9.721050262E0
2.089603073E0,-3.000000026E-3,7.095000148E-2,9.724050522E0
2.091591688E0,-7.950000465E-3,9.000000358E-2,9.739950180E0
2.093579977E0,3.000000026E-3,6.195000187E-2,9.718950272E0
2.095568515E0,-1.005000062E-2,6.405000389E-2,9.714000702E0
2.097556900E0,-7.950000465E-3,7.800000161E-2,9.727950096E0
2.099545439E0,-3.000000026E-3,8.595000207E-2,9.739950180E0
2.101533823E0,-3.000000026E-3,8.100000024E-2,9.730950356E0
2.103522362E0,-4.950000439E-3,8.595000207E-2,9.738000870E0
2.105510736E0,1.050000079E-3,1.020000055E-1,9.726000786E0
2.107499275E0,-1.500000060E-2,9.300000221E-2,9.727950096E0
2.109487659E0,-3.000000026E-3,9.795000404E-2,9.739950180E0
2.111475967E0,-7.950000465E-3,9.000000358E-2,9.727950096E0
2.113464582E0,1.050000079E-3,8.295000345E-2,9.736050606E0
2.115452890E0,-7.950000465E-3,9.300000221E-2,9.718950272E0
2.117441434E0,-1.005000062E-2,9.300000221E-2,9.721050262E0
2.119429818E0,1.500000060E-2,1.050000042E-1,9.730950356E0
2.121418126E0,7.950000465E-3,8.295000345E-2,9.721050262E0
2.123406741E0,2.205000073E-2,1.069500074E-1,9.730950356E0
2.125395280E0,1.995000057E-2,8.595000207E-2,9.714000702E0
2.127383664E0,1.305000018E-2,9.000000358E-2,9.736050606E0
2.129372203E0,2.505000122E-2,9.495000541E-2,9.736050606E0
2.131360511E0,2.205000073E-2,9.000000358E-2,9.733050346E0
2.133348895E0,2.700000070E-2,1.000500023E-1,9.738000870E0
2.135337434E0,4.905000329E-2,1.000500023E-1,9.738000870E0
2.137326049E0,3.195000067E-2,9.795000404E-2,9.736050606E0
2.139314357E0,4.905000329E-2,8.295000345E-2,9.742950439E0
2.141302741E0,3.705000132E-2,9.495000541E-2,9.739950180E0
2.143291357E0,2.205000073E-2,1.020000055E-1,9.739950180E0
2.145279664E0,3.705000132E-2,8.595000207E-2,9.718950272E0
2.147268203E0,2.505000122E-2,9.000000358E-2,9.724050522E0
2.149256588E0,3.405000269E-2,9.300000221E-2,9.730950356E0
2.151245126E0,4.395000264E-2,8.100000024E-2,9.730950356E0
2.153233545E0,2.700000070E-2,9.795000404E-2,9.736050606E0
2.155221852E0,3.705000132E-2,7.800000161E-2,9.742950439E0
2.157210391E0,4.395000264E-2,9.000000358E-2,9.730950356E0
2.159199006E0,4.200000316E-2,8.100000024E-2,9.727950096E0
2.161187391E0,3.195000067E-2,8.805000782E-2,9.709050179E0
2.163175693E0,3.195000067E-2,7.395000011E-2,9.718950272E0
2.165164309E0,4.395000264E-2,8.595000207E-2,9.718950272E0
2.167152847E0,3.705000132E-2,6.405000389E-2,9.724050522E0
2.169141155E0,2.505000122E-2,7.395000011E-2,9.726000786E0
2.171129540E0,4.905000329E-2,6.405000389E-2,9.724050522E0
2.173117847E0,1.800000109E-2,7.605000585E-2,9.730950356E0
2.175106487E0,1.995000057E-2,7.800000161E-2,9.726000786E0
2.177095025E0,2.205000073E-2,8.295000345E-2,9.726000786E0
2.179083410E0,2.700000070E-2,6.195000187E-2,9.721050262E0
2.181071948E0,2.505000122E-2,7.605000585E-2,9.751950264E0
2.183060333E0,1.800000109E-2,7.605000585E-2,9.745050430E0
2.185048641E0,2.205000073E-2,7.605000585E-2,9.745050430E0
2.187037160E0,3.195000067E-2,6.405000389E-2,9.745050430E0
2.189025775E0,3.705000132E-2,7.095000148E-2,9.747000694E0
2.191014083E0,3.195000067E-2,5.895000324E-2,9.738000870E0
2.193002468E0,1.500000060E-2,5.700000376E-2,9.745050430E0
2.194991006E0,2.505000122E-2,5.895000324E-2,9.736050606E0
2.196979391E0,6.000000052E-3,5.700000376E-2,9.727950096E0
2.198967914E0,1.800000109E-2,4.500000179E-2,9.733050346E0
2.200956299E0,1.995000057E-2,7.395000011E-2,9.736050606E0
2.202944837E0,2.205000073E-2,4.995000362E-2,9.726000786E0
2.204933222E0,1.305000018E-2,6.405000389E-2,9.715950012E0
2.206921530E0,1.995000057E-2,6.405000389E-2,9.721050262E0
2.208910068E0,1.500000060E-2,6.195000187E-2,9.733050346E0
2.210898443E0,1.305000018E-2,5.205000192E-2,9.727950096E0
2.212887058E0,1.500000060E-2,6.405000389E-2,9.724050522E0
2.214875366E0,1.305000018E-2,6.599999964E-2,9.724050522E0
2.216863904E0,1.800000109E-2,7.095000148E-2,9.727950096E0
2.218852289E0,7.950000465E-3,6.195000187E-2,9.703950882E0
2.220840827E0,1.050000079E-3,5.895000324E-2,9.733050346E0
2.222829222E0,1.995000057E-2,7.095000148E-2,9.733050346E0
2.224817530E0,1.500000060E-2,7.800000161E-2,9.730950356E0
2.226811842E0,3.000000026E-3,8.805000782E-2,9.739950180E0
2.228806145E0,0.000000000E0,8.805000782E-2,9.721050262E0
2.230782991E0,1.005000062E-2,8.100000024E-2,9.727950096E0
2.232771376E0,0.000000000E0,7.800000161E-2,9.738000870E0
2.234759977E0,7.950000465E-3,8.295000345E-2,9.724050522E0
2.236748516E0,1.005000062E-2,6.405000389E-2,9.715950012E0
2.238736824E0,-1.005000062E-2,9.000000358E-2,9.714000702E0
2.240725439E0,-1.005000062E-2,7.800000161E-2,9.715950012E0
2.242713747E0,-1.200000010E-2,9.795000404E-2,9.742950439E0
2.244702131E0,-7.950000465E-3,1.000500023E-1,9.733050346E0
2.246690665E0,-3.000000026E-3,9.300000221E-2,9.718950272E0
2.248679049E0,0.000000000E0,1.069500074E-1,9.751950264E0
2.250667588E0,-7.950000465E-3,9.495000541E-2,9.727950096E0
2.252655972E0,-1.995000057E-2,8.595000207E-2,9.739950180E0
2.254644511E0,6.000000052E-3,9.000000358E-2,9.739950180E0
2.256632895E0,0.000000000E0,9.795000404E-2,9.750000000E0
2.258621448E0,0.000000000E0,6.900000572E-2,9.747000694E0
2.260609756E0,3.000000026E-3,1.050000042E-1,9.747000694E0
2.262598140E0,7.950000465E-3,8.100000024E-2,9.739950180E0
2.264586756E0,3.000000026E-3,8.295000345E-2,9.724050522E0
2.266575063E0,6.000000052E-3,8.595000207E-2,9.721050262E0
2.268563602E0,1.800000109E-2,7.095000148E-2,9.703950882E0
2.270552005E0,2.205000073E-2,7.800000161E-2,9.733050346E0
2.272540544E0,3.405000269E-2,8.595000207E-2,9.730950356E0
2.274528929E0,2.205000073E-2,6.900000572E-2,9.718950272E0
2.276517467E0,4.605000094E-2,6.900000572E-2,9.721050262E0
2.278505852E0,4.200000316E-2,7.800000161E-2,9.733050346E0
2.280494159E0,4.200000316E-2,7.800000161E-2,9.745050430E0
2.282482670E0,4.905000329E-2,7.605000585E-2,9.762000084E0
2.284471054E0,4.905000329E-2,7.395000011E-2,9.733050346E0
2.286459670E0,4.905000329E-2,7.095000148E-2,9.736050606E0
2.288448208E0,4.395000264E-2,7.800000161E-2,9.730950356E0
2.290436516E0,6.300000101E-2,7.605000585E-2,9.757050514E0
2.292424901E0,6.795000285E-2,1.000500023E-1,9.738000870E0
2.294413448E0,5.805000290E-2,7.395000011E-2,9.739950180E0
2.296401833E0,4.395000264E-2,9.000000358E-2,9.730950356E0
2.298390371E0,6.105000153E-2,8.805000782E-2,9.742950439E0
2.300378679E0,4.395000264E-2,8.595000207E-2,9.754950523E0
2.302367294E0,4.605000094E-2,9.000000358E-2,9.763950348E0
2.304355597E0,4.605000094E-2,8.295000345E-2,9.775950432E0
2.306343982E0,3.705000132E-2,8.295000345E-2,9.757050514E0
2.308332597E0,1.995000057E-2,8.805000782E-2,9.766950607E0
2.310321135E0,2.700000070E-2,8.595000207E-2,9.774000168E0
2.312309443E0,3.195000067E-2,7.605000585E-2,9.778950691E0
2.314297828E0,2.205000073E-2,9.000000358E-2,9.771000862E0
2.316286443E0,1.005000062E-2,7.605000585E-2,9.745050430E0
2.318274751E0,2.505000122E-2,8.595000207E-2,9.747000694E0
2.320263289E0,1.005000062E-2,7.605000585E-2,9.739950180E0
2.322251674E0,3.000000026E-3,9.795000404E-2,9.747000694E0
2.324240212E0,1.995000057E-2,1.000500023E-1,9.766950607E0
2.326228597E0,1.500000060E-2,8.100000024E-2,9.742950439E0
2.328217135E0,6.000000052E-3,9.495000541E-2,9.739950180E0
2.330205520E0,-7.950000465E-3,1.020000055E-1,9.766950607E0
2.332193828E0,-7.950000465E-3,9.300000221E-2,9.750000000E0
2.334182366E0,-4.950000439E-3,8.595000207E-2,9.757050514E0
2.336170751E0,-1.695000008E-2,9.795000404E-2,9.738000870E0
2.338159366E0,3.000000026E-3,1.099500060E-1,9.738000870E0
2.340147876E0,3.000000026E-3,9.495000541E-2,9.771000862E0
2.342136183E0,0.000000000E0,8.595000207E-2,9.738000870E0
2.344124568E0,6.000000052E-3,9.300000221E-2,9.751950264E0
2.346113106E0,7.950000465E-3,1.069500074E-1,9.738000870E0
2.348101491E0,-4.950000439E-3,1.000500023E-1,9.757050514E0
2.350090030E0,-3.000000026E-3,1.020000055E-1,9.747000694E0
2.352078352E0,-4.950000439E-3,1.000500023E-1,9.742950439E0
2.354066968E0,-3.000000026E-3,8.595000207E-2,9.747000694E0
2.356055275E0,-3.000000026E-3,1.069500074E-1,9.730950356E0
2.358043660E0,-1.005000062E-2,9.795000404E-2,9.751950264E0
2.360032198E0,-7.950000465E-3,1.000500023E-1,9.724050522E0
2.362020814E0,-4.950000439E-3,8.595000207E-2,9.736050606E0
2.364009112E0,-1.005000062E-2,9.795000404E-2,9.742950439E0
2.365997496E0,-2.205000073E-2,8.295000345E-2,9.750000000E0
2.367986035E0,-1.695000008E-2,9.495000541E-2,9.751950264E0
2.369974419E0,-2.400000021E-2,8.100000024E-2,9.757050514E0
2.371962958E0,-1.995000057E-2,8.595000207E-2,9.745050430E0
2.373951347E0,-1.200000010E-2,7.095000148E-2,9.730950356E0
2.375939886E0,-2.205000073E-2,7.605000585E-2,9.751950264E0
2.377928270E0,-4.950000439E-3,8.100000024E-2,9.751950264E0
2.379916578E0,1.050000079E-3,8.805000782E-2,9.754950523E0
2.381905193E0,-1.200000010E-2,8.295000345E-2,9.754950523E0
